,Unnamed: 0.3,date,period,demand,wind
1210,1210,2016-02-18,11,530.462050909091,37.45906177060391
1211,1211,2016-02-18,12,543.4437818181818,22.1388737302344
1212,1212,2016-02-18,13,573.0189207272728,21.04613563890989
1213,1213,2016-02-18,14,611.6450094545455,30.279772510601926
1214,1214,2016-02-18,15,653.0124916363636,33.241092738091325
1215,1215,2016-02-18,16,673.6237090909092,31.929807028501926
1216,1216,2016-02-18,17,695.4243141818181,34.63979749498669
1217,1217,2016-02-18,18,705.0264436363636,42.02670699234032
1218,1218,2016-02-18,19,708.1449600000001,46.35394983398535
1219,1219,2016-02-18,20,699.5871709090909,41.9502153259476
1220,1220,2016-02-18,21,689.1872814545454,33.54705940366219
1221,1221,2016-02-18,22,678.8018967272727,22.794516585029097
1222,1222,2016-02-18,23,666.8935156363636,21.308392780827774
1223,1223,2016-02-18,24,662.0779461818182,39.546191525033706
1224,1224,2016-02-18,25,662.8757061818181,49.50103553699992
1225,1225,2016-02-18,26,656.827234909091,65.50964857490385
1226,1226,2016-02-18,27,653.6797090909091,80.6987080443144
1227,1227,2016-02-18,28,651.7070661818182,60.19894145106678
1228,1228,2016-02-18,29,655.6378472727273,90.53335086623493
1229,1229,2016-02-18,30,659.5251141818183,125.6976626450574
1230,1230,2016-02-18,31,665.007901090909,121.0207436141885
1231,1231,2016-02-18,32,674.2909265454546,107.54728294815742
1232,1232,2016-02-18,33,687.7948276363636,124.1459745553766
1233,1233,2016-02-18,34,715.8324654545454,130.15603405766134
1234,1234,2016-02-18,35,739.4461614545455,132.505420954009
1235,1235,2016-02-18,36,768.6586821818182,81.24507708997666
1236,1236,2016-02-18,37,785.9918312727272,52.01433314704626
1237,1237,2016-02-18,38,782.7572770909092,39.24022485946284
1238,1238,2016-02-18,39,774.6926487272729,53.78456885499194
1239,1239,2016-02-18,40,763.2194094545455,52.93223314375884
1240,1240,2016-02-18,41,742.608192,55.24883789736678
1241,1241,2016-02-18,42,717.8921367272727,48.06954863736482
1242,1242,2016-02-18,43,686.6489541818182,45.06451888622243
1243,1243,2016-02-18,44,653.157538909091,38.74849271836682
1244,1244,2016-02-18,45,618.8248494545455,44.10290936585687
1245,1245,2016-02-18,46,590.3085556363638,58.57076169499328
1246,1246,2016-02-18,47,557.7599476363637,71.3230152207502
1247,1247,2016-02-18,48,541.3260916363637,56.62568789243566
1248,1248,2016-02-19,1,537.4533294545455,39.09816890759066
1249,1249,2016-02-19,2,542.2398894545455,55.74057003846282
1250,1250,2016-02-19,3,547.4615912727274,66.8318616654065
1251,1251,2016-02-19,4,541.572672,85.2335711233111
1252,1252,2016-02-19,5,540.992482909091,83.1027318452283
1253,1253,2016-02-19,6,541.5001483636364,86.69784016568593
1254,1254,2016-02-19,7,535.6837527272728,90.8174627699793
1255,1255,2016-02-19,8,533.3049774545455,85.95477826358527
1256,1256,2016-02-19,9,527.2274967272728,77.19101877116277
1257,1257,2016-02-19,10,526.3717178181819,63.40066405864757
1258,1258,2016-02-19,11,530.7666501818182,85.46304612248925
1259,1259,2016-02-19,12,539.6000290909092,111.75432459975674
1260,1260,2016-02-19,13,567.6231621818182,89.17835563299255
1261,1261,2016-02-19,14,603.261277090909,100.21501035537
1262,1262,2016-02-19,15,636.4335883636363,127.14007692560573
1263,1263,2016-02-19,16,653.7522327272727,152.5790196916401
1264,1264,2016-02-19,17,672.8114443636364,160.37024228278383
1265,1265,2016-02-19,18,679.4691141818182,145.59642328807655
1266,1266,2016-02-19,19,686.9100392727273,220.48176468654464
1267,1267,2016-02-19,20,681.9059083636364,216.7227456523884
1268,1268,2016-02-19,21,673.2320814545456,209.76200401065125
1269,1269,2016-02-19,22,663.629952,222.2192182517506
1270,1270,2016-02-19,23,656.1890269090909,257.52558598244525
1271,1271,2016-02-19,24,651.8956276363637,286.7016930208094
1272,1272,2016-02-19,25,652.881949090909,242.2818896084684
1273,1273,2016-02-19,26,651.2864290909091,108.61816627765542
1274,1274,2016-02-19,27,650.6482210909091,108.59631151582894
1275,1275,2016-02-19,28,650.3001076363637,108.60723889674216
1276,1276,2016-02-19,29,654.1438603636363,40.79191294914364
1277,1277,2016-02-19,30,656.029474909091,10.971090436897994
1278,1278,2016-02-19,31,659.8587229090908,11.003872579637726
1279,1279,2016-02-19,32,664.8628538181817,11.02572734146422
1280,1280,2016-02-19,33,672.9564916363636,11.014799960550974
1281,1281,2016-02-19,34,688.99872,11.014799960550974
1282,1282,2016-02-19,35,711.1039243636365,11.003872579637726
1283,1283,2016-02-19,36,732.498397090909,141.38938163647722
1284,1284,2016-02-19,37,732.6724538181818,174.16059699529902
1285,1285,2016-02-19,38,721.068672,216.1982313685526
1286,1286,2016-02-19,39,702.5751447272728,212.6140504290082
1287,1287,2016-02-19,40,681.717346909091,125.95991978697526
1288,1288,2016-02-19,41,659.6846661818182,108.71651270587462
1289,1289,2016-02-19,42,633.7502138181819,51.81764029060786
1290,1290,2016-02-19,43,608.903616,11.167783293336404
1291,1291,2016-02-19,44,580.024704,11.167783293336404
1292,1292,2016-02-19,45,553.1474443636364,11.20056543607614
1293,1293,2016-02-19,46,527.9092189090909,11.20056543607614
1294,1294,2016-02-19,47,501.4525963636364,11.189638055162892
1295,1295,2016-02-19,48,486.7157934545455,11.21149281698938
1296,1296,2016-02-22,1,456.0237905454546,11.277057102468854
1297,1297,2016-02-22,2,464.0449047272728,11.266129721555606
1298,1298,2016-02-22,3,467.8306385454546,11.266129721555606
1299,1299,2016-02-22,4,460.8828741818182,11.2879844833821
1300,1300,2016-02-22,5,461.8982050909092,11.266129721555606
1301,1301,2016-02-22,6,461.1729687272728,11.222420197902624
1302,1302,2016-02-22,7,462.3043374545455,11.277057102468854
1303,1303,2016-02-22,8,458.982754909091,69.27959498997338
1304,1304,2016-02-22,9,458.2285090909092,108.84764127683358
1305,1305,2016-02-22,10,460.5057512727273,108.82578651500704
1306,1306,2016-02-22,11,462.2318138181819,96.58711989217268
1307,1307,2016-02-22,12,478.5206225454546,54.6915414707913
1308,1308,2016-02-22,13,519.6270196363637,54.6915414707913
1309,1309,2016-02-22,14,569.4652625454546,54.59319504257208
1310,1310,2016-02-22,15,621.2036247272728,90.94859134093824
1311,1311,2016-02-22,16,647.2831243636364,139.13834116834877
1312,1312,2016-02-22,17,665.8346705454546,67.90274499490451
1313,1313,2016-02-22,18,671.2159243636364,53.697149807686
1314,1314,2016-02-22,19,680.1798458181818,81.02652947171175
1315,1315,2016-02-22,20,680.0493032727272,87.04751635490977
